VTX, IDX, POSITION0.x, POSITION0.y, POSITION0.z, POSITION0.w, NORMAL0.x, NORMAL0.y, NORMAL0.z, NORMAL0.w, TANGENT0.x, TANGENT0.y, TANGENT0.z, TANGENT0.w, POSITION6.x, POSITION6.y, POSITION6.z, POSITION6.w, POSITION7.x, POSITION7.y, POSITION7.z, POSITION7.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD0.z, TEXCOORD0.w
3365, 1971, -31.26563, -1.03613, -36.96875,  1.00,  0.9451,  0.49804,  0.27843,  0.00,  0.71765,  0.49804,  0.9451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3366, 1973, -28.01563, -1.39746, -30.34375,  1.00,  0.39608,  0.16471,  0.85098,  0.00,  0.82745,  0.71765,  0.80,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3367, 1974, -29.89063, -1.40332, -34.15625,  1.00,  0.16863,  0.15294,  0.36078,  0.00,  0.54902,  0.27451,  0.94118,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3368, 1975, -29.89063, -1.14355, -34.15625,  1.00,  0.9451,  0.49804,  0.27843,  0.00,  0.71765,  0.49804,  0.9451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3369, 1975, -29.89063, -1.14355, -34.15625,  1.00,  0.9451,  0.49804,  0.27843,  0.00,  0.71765,  0.49804,  0.9451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3370, 1976, -28.01563, -1.1377, -30.34375,  1.00,  0.9451,  0.49804,  0.27843,  0.00,  0.71765,  0.49804,  0.9451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3371, 1973, -28.01563, -1.39746, -30.34375,  1.00,  0.39608,  0.16471,  0.85098,  0.00,  0.82745,  0.71765,  0.80,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3372, 1977, -33.125, -1.30273, -40.78125,  1.00,  0.3098,  0.03529,  0.49804,  0.00,  0.6902,  0.41961,  0.95294,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3373, 1978, -34.00, -1.30664, -42.5625,  1.00,  0.4902,  0.00,  0.53725,  0.00,  0.71765,  0.52941,  0.9451,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3374, 1979, -34.00, -1.04688, -42.5625,  1.00,  0.9451,  0.49804,  0.27843,  0.00,  0.71765,  0.49804,  0.9451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3375, 1979, -34.00, -1.04688, -42.5625,  1.00,  0.9451,  0.49804,  0.27843,  0.00,  0.71765,  0.49804,  0.9451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3376, 1980, -33.125, -1.04199, -40.78125,  1.00,  0.9451,  0.49804,  0.27843,  0.00,  0.71765,  0.49804,  0.9451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3377, 1977, -33.125, -1.30273, -40.78125,  1.00,  0.3098,  0.03529,  0.49804,  0.00,  0.6902,  0.41961,  0.95294,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3378, 1981, -31.26563, -1.4082, -36.96875,  1.00,  0.40,  0.16078,  0.85098,  0.00,  0.82353,  0.72157,  0.80,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3379, 1977, -33.125, -1.30273, -40.78125,  1.00,  0.3098,  0.03529,  0.49804,  0.00,  0.6902,  0.41961,  0.95294,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3380, 1980, -33.125, -1.04199, -40.78125,  1.00,  0.9451,  0.49804,  0.27843,  0.00,  0.71765,  0.49804,  0.9451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3381, 1980, -33.125, -1.04199, -40.78125,  1.00,  0.9451,  0.49804,  0.27843,  0.00,  0.71765,  0.49804,  0.9451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3382, 1982, -31.26563, -1.14746, -36.96875,  1.00,  0.9451,  0.49804,  0.27843,  0.00,  0.71765,  0.49804,  0.9451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3383, 1981, -31.26563, -1.4082, -36.96875,  1.00,  0.40,  0.16078,  0.85098,  0.00,  0.82353,  0.72157,  0.80,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3384, 1983, -27.125, -1.28516, -28.5625,  1.00,  0.46275,  0.00,  0.48235,  0.00,  0.71765,  0.46667,  0.9451,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3385, 1984, -28.00, -1.28613, -30.35938,  1.00,  0.50588,  0.2549,  0.93333,  0.00,  0.84314,  0.81176,  0.66667,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3386, 1985, -28.00, -1.02637, -30.35938,  1.00,  0.9451,  0.49804,  0.27843,  0.00,  0.71765,  0.49804,  0.9451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3387, 1985, -28.00, -1.02637, -30.35938,  1.00,  0.9451,  0.49804,  0.27843,  0.00,  0.71765,  0.49804,  0.9451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3388, 1986, -27.125, -1.02539, -28.5625,  1.00,  0.9451,  0.49804,  0.27843,  0.00,  0.71765,  0.49804,  0.9451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3389, 1983, -27.125, -1.28516, -28.5625,  1.00,  0.46275,  0.00,  0.48235,  0.00,  0.71765,  0.46667,  0.9451,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3390, 1987, -34.1875, -1.0498, -42.46875,  1.00,  0.05098,  0.50196,  0.71373,  0.00,  0.28235,  0.49804,  0.05098,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3391, 1988, -30.92188, -1.29492, -35.875,  1.00,  0.30588,  0.04706,  0.58039,  0.00,  0.28627,  0.5098,  0.04706,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3392, 1989, -30.92188, -1.03516, -35.875,  1.00,  0.05098,  0.49804,  0.71765,  0.00,  0.27843,  0.49804,  0.05098,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3393, 1989, -30.92188, -1.03516, -35.875,  1.00,  0.05098,  0.49804,  0.71765,  0.00,  0.27843,  0.49804,  0.05098,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3394, 1990, -34.1875, -0.79004, -42.46875,  1.00,  0.05098,  0.49804,  0.71765,  0.00,  0.27843,  0.49804,  0.05098,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3395, 1987, -34.1875, -1.0498, -42.46875,  1.00,  0.05098,  0.50196,  0.71373,  0.00,  0.28235,  0.49804,  0.05098,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3396, 1991, -30.92188, -1.03906, -35.875,  1.00,  0.05098,  0.50196,  0.71373,  0.00,  0.28235,  0.49804,  0.05098,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3397, 1992, -27.29688, -1.28418, -28.48438,  1.00,  0.4902,  0.00,  0.46667,  0.00,  0.27843,  0.52941,  0.05098,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3398, 1993, -27.29688, -1.02344, -28.48438,  1.00,  0.05098,  0.49804,  0.71765,  0.00,  0.27843,  0.49804,  0.05098,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3399, 1993, -27.29688, -1.02344, -28.48438,  1.00,  0.05098,  0.49804,  0.71765,  0.00,  0.27843,  0.49804,  0.05098,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3400, 1994, -30.92188, -0.77979, -35.875,  1.00,  0.05098,  0.49804,  0.71765,  0.00,  0.27843,  0.49804,  0.05098,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3401, 1991, -30.92188, -1.03906, -35.875,  1.00,  0.05098,  0.50196,  0.71373,  0.00,  0.28235,  0.49804,  0.05098,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3402, 1995, -27.35938, -0.83838, -28.4375,  1.00,  0.49412,  0.00,  0.50196,  0.00,  0.99608,  0.49412,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3403, 1996, -31.42188, -0.84668, -35.65625,  1.00,  0.10588,  0.25882,  0.6902,  0.00,  0.80392,  0.19216,  0.7451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3404, 1997, -31.01563, -0.84863, -35.78125,  1.00,  0.49804,  0.00,  0.49804,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3405, 1997, -31.01563, -0.84863, -35.78125,  1.00,  0.49804,  0.00,  0.49804,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3406, 1998, -26.8125, -0.83838, -28.4375,  1.00,  0.49804,  0.00,  0.49804,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3407, 1995, -27.35938, -0.83838, -28.4375,  1.00,  0.49412,  0.00,  0.50196,  0.00,  0.99608,  0.49412,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3408, 1999, -8.88281, -1.30566,  70.4375,  1.00,  0.67451,  0.49804,  0.96471,  0.00,  0.03137,  0.49804,  0.67451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3409, 2000, -8.85938, -1.30957,  70.625,  1.00,  0.45882,  0.49804,  0.00,  0.00,  0.00,  0.49804,  0.53725,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3410, 2001, -8.03125, -1.30957,  70.625,  1.00,  0.49804,  0.48235,  0.99608,  0.00,  0.00,  0.49804,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3411, 2001, -8.03125, -1.30957,  70.625,  1.00,  0.49804,  0.48235,  0.99608,  0.00,  0.00,  0.49804,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3412, 2002, -8.0625, -1.30566,  70.4375,  1.00,  0.49804,  0.57647,  0.00784,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3413, 1999, -8.88281, -1.30566,  70.4375,  1.00,  0.67451,  0.49804,  0.96471,  0.00,  0.03137,  0.49804,  0.67451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3414, 2003, -8.47656, -1.67969,  70.50,  1.00,  0.49804,  0.33725,  0.02745,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3415, 2004, -8.63281, -1.75098,  70.50,  1.00,  0.49804,  0.00,  0.48627,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3416, 2005, -9.46094, -1.75098,  70.50,  1.00,  0.00784,  0.49412,  0.57647,  0.00,  0.57647,  0.47451,  0.98824,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3417, 2005, -9.46094, -1.75098,  70.50,  1.00,  0.00784,  0.49412,  0.57647,  0.00,  0.57647,  0.47451,  0.98824,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3418, 2006, -9.29688, -1.67969,  70.50,  1.00,  0.42353,  0.49804,  0.00392,  0.00,  0.99216,  0.49804,  0.42353,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3419, 2003, -8.47656, -1.67969,  70.50,  1.00,  0.49804,  0.33725,  0.02745,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3420, 2007, -8.21094, -1.5625,  70.4375,  1.00,  0.49804,  0.33725,  0.02745,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3421, 2003, -8.47656, -1.67969,  70.50,  1.00,  0.49804,  0.33725,  0.02745,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3422, 2006, -9.29688, -1.67969,  70.50,  1.00,  0.42353,  0.49804,  0.00392,  0.00,  0.99216,  0.49804,  0.42353,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3423, 2006, -9.29688, -1.67969,  70.50,  1.00,  0.42353,  0.49804,  0.00392,  0.00,  0.99216,  0.49804,  0.42353,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3424, 2008, -9.03906, -1.5625,  70.4375,  1.00,  0.42353,  0.49804,  0.00392,  0.00,  0.99216,  0.49804,  0.42353,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3425, 2007, -8.21094, -1.5625,  70.4375,  1.00,  0.49804,  0.33725,  0.02745,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3426, 2009, -7.99609, -1.46484,  70.375,  1.00,  0.49804,  0.57647,  0.00784,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3427, 2007, -8.21094, -1.5625,  70.4375,  1.00,  0.49804,  0.33725,  0.02745,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3428, 2008, -9.03906, -1.5625,  70.4375,  1.00,  0.42353,  0.49804,  0.00392,  0.00,  0.99216,  0.49804,  0.42353,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3429, 2008, -9.03906, -1.5625,  70.4375,  1.00,  0.42353,  0.49804,  0.00392,  0.00,  0.99216,  0.49804,  0.42353,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3430, 2010, -8.82031, -1.46484,  70.375,  1.00,  0.67451,  0.49804,  0.96471,  0.00,  0.96471,  0.49804,  0.32157,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3431, 2009, -7.99609, -1.46484,  70.375,  1.00,  0.49804,  0.57647,  0.00784,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3432, 2011, -8.82031, -1.46484,  70.375,  1.00,  0.67451,  0.49804,  0.96471,  0.00,  0.96471,  0.49804,  0.32157,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3433, 2012, -8.88281, -1.30566,  70.4375,  1.00,  0.67451,  0.49804,  0.96471,  0.00,  0.96471,  0.49804,  0.32157,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3434, 2013, -8.0625, -1.30566,  70.4375,  1.00,  0.49804,  0.57647,  0.00784,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3435, 2013, -8.0625, -1.30566,  70.4375,  1.00,  0.49804,  0.57647,  0.00784,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3436, 2014, -7.99609, -1.46484,  70.375,  1.00,  0.49804,  0.57647,  0.00784,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3437, 2011, -8.82031, -1.46484,  70.375,  1.00,  0.67451,  0.49804,  0.96471,  0.00,  0.96471,  0.49804,  0.32157,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3438, 2015, -9.26563, -1.68457,  70.6875,  1.00,  0.57255,  0.49804,  0.99216,  0.00,  0.00392,  0.49804,  0.57255,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3439, 2016, -9.42969, -1.75586,  70.6875,  1.00,  0.00784,  0.49412,  0.57647,  0.00,  0.41961,  0.52157,  0.00784,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3440, 2017, -8.60156, -1.75586,  70.6875,  1.00,  0.49804,  0.00,  0.48627,  0.00,  0.00,  0.49804,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3441, 2017, -8.60156, -1.75586,  70.6875,  1.00,  0.49804,  0.00,  0.48627,  0.00,  0.00,  0.49804,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3442, 2018, -8.44531, -1.68457,  70.6875,  1.00,  0.49804,  0.6549,  0.97255,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3443, 2015, -9.26563, -1.68457,  70.6875,  1.00,  0.57255,  0.49804,  0.99216,  0.00,  0.00392,  0.49804,  0.57255,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3444, 2019, -9.00781, -1.56738,  70.625,  1.00,  0.57255,  0.49804,  0.99216,  0.00,  0.00392,  0.49804,  0.57255,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3445, 2015, -9.26563, -1.68457,  70.6875,  1.00,  0.57255,  0.49804,  0.99216,  0.00,  0.00392,  0.49804,  0.57255,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3446, 2018, -8.44531, -1.68457,  70.6875,  1.00,  0.49804,  0.6549,  0.97255,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3447, 2018, -8.44531, -1.68457,  70.6875,  1.00,  0.49804,  0.6549,  0.97255,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3448, 2020, -8.17969, -1.56738,  70.625,  1.00,  0.49804,  0.6549,  0.97255,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3449, 2019, -9.00781, -1.56738,  70.625,  1.00,  0.57255,  0.49804,  0.99216,  0.00,  0.00392,  0.49804,  0.57255,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3450, 2021, -8.78906, -1.46973,  70.625,  1.00,  0.45882,  0.49804,  0.00,  0.00,  0.00,  0.49804,  0.53725,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3451, 2019, -9.00781, -1.56738,  70.625,  1.00,  0.57255,  0.49804,  0.99216,  0.00,  0.00392,  0.49804,  0.57255,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3452, 2020, -8.17969, -1.56738,  70.625,  1.00,  0.49804,  0.6549,  0.97255,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3453, 2020, -8.17969, -1.56738,  70.625,  1.00,  0.49804,  0.6549,  0.97255,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3454, 2022, -7.96484, -1.46973,  70.625,  1.00,  0.49804,  0.48235,  0.99608,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3455, 2021, -8.78906, -1.46973,  70.625,  1.00,  0.45882,  0.49804,  0.00,  0.00,  0.00,  0.49804,  0.53725,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3456, 2023, -8.85938, -1.30957,  70.625,  1.00,  0.45882,  0.49804,  0.00,  0.00,  0.00,  0.49804,  0.53725,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3457, 2024, -8.78906, -1.46973,  70.625,  1.00,  0.45882,  0.49804,  0.00,  0.00,  0.00,  0.49804,  0.53725,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3458, 2025, -7.96484, -1.46973,  70.625,  1.00,  0.49804,  0.48235,  0.99608,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3459, 2025, -7.96484, -1.46973,  70.625,  1.00,  0.49804,  0.48235,  0.99608,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3460, 2026, -8.03125, -1.30957,  70.625,  1.00,  0.49804,  0.48235,  0.99608,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3461, 2023, -8.85938, -1.30957,  70.625,  1.00,  0.45882,  0.49804,  0.00,  0.00,  0.00,  0.49804,  0.53725,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3462, 2027, -9.42969, -1.75586,  70.6875,  1.00,  0.00784,  0.49412,  0.57647,  0.00,  0.57647,  0.47451,  0.98824,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3463, 2028, -9.46094, -1.75098,  70.50,  1.00,  0.00784,  0.49412,  0.57647,  0.00,  0.57647,  0.47451,  0.98824,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3464, 2029, -8.63281, -1.75098,  70.50,  1.00,  0.49804,  0.00,  0.48627,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
3465, 2029, -8.63281, -1.75098,  70.50,  1.00,  0.49804,  0.00,  0.48627,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
